overall,reviewText,summary,documents
5.0,"It's hefty, fit and finish is good. Feels like quality and works for my razor and brush. Worth every penny",Worth buying,"['hefty', 'fit', 'finish', 'good', 'feel', 'like', 'quality', 'work', 'razor', 'brush', 'worth', 'every', 'penny']"
5.0,"The Perfecto Deluxe Chrome Razor and Stand is the perfect addition for anyone's bath. Although lightweight , it is quite sturdy at the base, and the ""tines"" are perfectly spaced for both razor as well as brush. I owned my 1st one well over 2 years(it looked brand new) before knocking it off while cleaning onto the tile floor and noticed a small crack on the tine. It only broke due to MY ""bending & repairs"" afterwards. It was a ""no brainer"" to replace it with the same item as it had served me well and would have continued to do so had it not been for my clumsiness...","Excellent, Well Balanced","['perfecto', 'deluxe', 'chrome', 'razor', 'stand', 'perfect', 'addition', 'anyone', 'bath', 'although', 'lightweight', 'quite', 'sturdy', 'base', 'tine', 'perfectly', 'spaced', 'razor', 'well', 'brush', 'own', 'st', 'one', 'well', 'year', 'look', 'brand', 'new', 'knock', 'clean', 'onto', 'tile', 'floor', 'notice', 'small', 'crack', 'tine', 'broke', 'due', 'bend', 'repair', 'afterwards', 'brainer', 'replace', 'item', 'serve', 'well', 'would', 'continue', 'clumsiness']"
5.0,The husband loves the chrome and how well it complements his Viking razor.,Five Stars,"['husband', 'love', 'chrome', 'well', 'complement', 'vike', 'razor']"
5.0,Love It!!!,Five Stars,['love']
5.0,Great product that does exactly what it's supposed to do and looks good too.,Five Stars,"['great', 'product', 'exactly', 'suppose', 'look', 'good']"
5.0,"Great item, just as described, arrived quickly, and packaged well!",Five Stars,"['great', 'item', 'describe', 'arrive', 'quickly', 'package', 'well']"
4.0,Well made,Buy it,"['well', 'make']"
5.0,Like the stand. It is very stable and feels solid.,Razor Stand,"['like', 'stand', 'stable', 'feel', 'solid']"
4.0,stylish and sturdy what more can you ask for!,Four Stars,"['stylish', 'sturdy', 'ask']"
5.0,It's exactly what I needed. My wife suggested I purchase it. It's very good quality. Buy it now!,But it Now!,"['exactly', 'need', 'wife', 'suggest', 'purchase', 'good', 'quality', 'buy']"
1.0,The stand is not solidly secured into the base. It now wobbles anytime I touch it which results in the brush and razer constantly falling off. There is no way to resecure the stand either. I,Stand wobbles which makes the brush and razer fall off.,"['stand', 'solidly', 'secure', 'base', 'wobble', 'anytime', 'touch', 'result', 'brush', 'razer', 'constantly', 'fall', 'way', 'resecure', 'stand', 'either']"
5.0,This stand is awesome. Really nice finish and holds my Viking brush perfectly. The weight to it is perfect so that even with a heavy brush on one side and nothing on the other it does. Or even lean to one side.,Great product.,"['stand', 'awesome', 'really', 'nice', 'finish', 'hold', 'vike', 'brush', 'perfectly', 'weight', 'perfect', 'even', 'heavy', 'brush', 'one', 'side', 'nothing', 'even', 'lean', 'one', 'side']"
5.0,Great device for storing your old school double edge safety razor and soap brush.,Five Stars,"['great', 'device', 'store', 'old', 'school', 'double', 'edge', 'safety', 'razor', 'soap', 'brush']"
5.0,"Appears to be an excellent product.  Fairly priced, packaged well and arrived quickly.",Five Stars,"['appear', 'excellent', 'product', 'fairly', 'price', 'package', 'well', 'arrive', 'quickly']"
5.0,Very well made,Five Stars,"['well', 'make']"
5.0,Holds both my razor and my brush slightly above the counter as advertised. Very pretty.,Very pretty.,"['hold', 'razor', 'brush', 'slightly', 'counter', 'advertise', 'pretty']"
5.0,"I bought this razor/brush stand for my boyfriend who has the BEVEL kit. It fits perfectly, and looks beautiful in our bathroom. He loves it!","Great Value, Great Style.","['buy', 'razorbrush', 'stand', 'boyfriend', 'bevel', 'kit', 'fit', 'perfectly', 'look', 'beautiful', 'bathroom', 'love']"
5.0,Felt sturdy and had a beautiful chrome finish. Goes very well the razor and compliments my boyfriends bathroom.,Happy 5 stars,"['feel', 'sturdy', 'beautiful', 'chrome', 'finish', 'go', 'well', 'razor', 'compliment', 'boyfriend', 'bathroom']"
5.0,Solid product at a very good price. Stand looks nice and is well put together. Very happy with my purchase.,Solid product at a very good price. Stand looks nice and is well put ...,"['solid', 'product', 'good', 'price', 'stand', 'look', 'nice', 'well', 'put', 'together', 'happy', 'purchase']"
5.0,I was a bit concerned at first because after pulling it out of the box I saw that there was a wobble where vertical bar meets the base. I thankfully realized that the foam cushion on the button must have a screw under it. Removed the foam bottom and sure enough I was correct. Tightened the screw and now works great! No complaints whatsoever and looks great in my bathroom.,Just What I Was Looking For!,"['bit', 'concerned', 'first', 'pull', 'box', 'see', 'wobble', 'vertical', 'bar', 'meet', 'base', 'thankfully', 'realize', 'foam', 'cushion', 'button', 'must', 'screw', 'remove', 'foam', 'bottom', 'sure', 'enough', 'correct', 'tighten', 'screw', 'work', 'great', 'complaint', 'whatsoever', 'look', 'great', 'bathroom']"
5.0,Stand was what I expected and arrived when it was suppose tp.,Five Stars,"['stand', 'expect', 'arrive', 'suppose', 'tp']"
5.0,"This is the second one of these I purchased and both of them were in perfect condition and just as described.  Very solid construction, fit and finish.  Highly recommend, especially given the price range.",Great value,"['second', 'one', 'purchase', 'perfect', 'condition', 'describe', 'solid', 'construction', 'fit', 'finish', 'highly', 'mend', 'especially', 'give', 'price', 'range']"
5.0,"Looks sharp, seems well constructed. Owned for 2-3 weeks.",Good Stand,"['look', 'sharp', 'seem', 'well', 'construct', 'own', 'week']"
5.0,Looks great. Solid feel.,Five Stars,"['look', 'great', 'solid', 'feel']"
5.0,"Nice and shiny, built well, no cheap parts. Holds safety razor well, and brush.",Five Stars,"['nice', 'shiny', 'build', 'well', 'cheap', 'part', 'hold', 'safety', 'razor', 'well', 'brush']"
5.0,Great stand!,Five Stars,"['great', 'stand']"
5.0,Holds my Merkur razor and perfecto brush perfectly. Looks great in my medicine cabinet.,Looks great in my medicine cabinet,"['hold', 'merkur', 'razor', 'perfecto', 'brush', 'perfectly', 'look', 'great', 'medicine', 'cabinet']"
5.0,Good quality stand.  Nice chrome and sturdy.  I would buy again.,Five Stars,"['good', 'quality', 'stand', 'nice', 'chrome', 'sturdy', 'would', 'buy']"
5.0,"Very nice and convenient. Not the only one of its type on the market, but I think it has just the right quality level / price point. Good, solid quality, and affordable. Really like it.",Perfecto Stand,"['nice', 'convenient', 'one', 'type', 'market', 'think', 'right', 'quality', 'level', 'price', 'point', 'good', 'solid', 'quality', 'affordable', 'really', 'like']"
5.0,"Sturdy, holds my wide variety of brushes.  Perfect.",Five Stars,"['sturdy', 'hold', 'wide', 'variety', 'brush', 'perfect']"
5.0,I love this tank top! Second one I've bought from this seller and I get compliments on them every time I wear them. Super comfy.,I love this tank top,"['love', 'tank', 'top', 'second', 'one', 'buy', 'seller', 'get', 'compliment', 'every', 'time', 'wear', 'super', 'comfy']"
5.0,Exactly what I was looking for.  Works great!,A must have!,"['exactly', 'look', 'work', 'great']"
5.0,"Good weight. its a bit tight with my brush, but its slowly relaxing.",Five Stars,"['good', 'weight', 'bit', 'tight', 'brush', 'slowly', 'relax']"
4.0,good product but does not fit electrical (vibrating) shavers,Four Stars,"['good', 'product', 'fit', 'electrical', 'vibrate', 'shaver']"
5.0,Works amazingly thus far.,Five Stars,"['work', 'amazingly', 'thus', 'far']"
5.0,Fantastic razor and brush stand! Nice heavy metal and base. Fits my items perfectly. A wonderful addition to my classic shaving setup.,Fantastic razor and brush stand,"['fantastic', 'razor', 'brush', 'stand', 'nice', 'heavy', 'metal', 'base', 'fit', 'item', 'perfectly', 'wonderful', 'addition', 'classic', 'shaving', 'setup']"
5.0,Worth every penny,Five Stars,"['worth', 'every', 'penny']"
5.0,Very high quality.  Heavy in feel and very shiny.,Very high quality. Heavy in feel and very shiny ...,"['high', 'quality', 'heavy', 'feel', 'shiny']"
4.0,Well made product just as described. Holds my brush and razor perfectly.,Four Stars,"['well', 'make', 'product', 'describe', 'hold', 'brush', 'razor', 'perfectly']"
5.0,Thus is exactly as advertised!! It is a great space saver for my husband's shaving items. It is solid and a great addition!!,It is a great space saver for my husband's shaving items,"['thus', 'exactly', 'advertise', 'great', 'space', 'saver', 'husband', 'shaving', 'item', 'solid', 'great', 'addition']"
5.0,"It pretty much works exactly as I would have hoped. It stands firmly, and it looks good. My brush and razor hang securely, and despite being in a space where I occasionally bump into it reaching for other things, the stand hasn't tipped over or wobbled around. It also matches the look of my razor quite nicely, and thus absolutely solved all of the storage needs for my shaving accessories that I had. I would definitely recommend it.","Solid, stable, functional, attractive","['pretty', 'much', 'work', 'exactly', 'would', 'hope', 'stand', 'firmly', 'look', 'good', 'brush', 'razor', 'hang', 'securely', 'despite', 'space', 'occasionally', 'bump', 'reach', 'thing', 'stand', 'nt', 'tip', 'wobble', 'around', 'also', 'match', 'look', 'razor', 'quite', 'nicely', 'thus', 'absolutely', 'solve', 'storage', 'need', 'shaving', 'accessory', 'would', 'definitely', 'mend']"
5.0,Elegant and pretty for a marble bathroom,Five Stars,"['elegant', 'pretty', 'marble', 'bathroom']"
5.0,"I bought this for my husband. He is very impressed by the quality of the stand. It cleans easily, looks nice, and is very sturdy. I will be purchasing more of these for my three sons.",Great quality,"['buy', 'husband', 'impress', 'quality', 'stand', 'cleans', 'easily', 'look', 'nice', 'sturdy', 'purchase', 'three', 'son']"
5.0,Arrived on time and great condition.  Works perfect with my Viking Godfather razor and Viking Brush.  Expecting to last a long time.,Arrived on time and great condition. Works perfect with my Viking Godfather razor ...,"['arrive', 'time', 'great', 'condition', 'work', 'perfect', 'vike', 'godfather', 'razor', 'vike', 'brush', 'expect', 'last', 'long', 'time']"
5.0,Great quality. Sturdy construction. The knurled center matches my razor. Love it!,Five Stars,"['great', 'quality', 'sturdy', 'construction', 'knurle', 'center', 'match', 'razor', 'love']"
5.0,"I haven't owned it for a long period of time.  So, I can't know how it will hold up over time.  However, it seems absolutely first rate.  I really like it, and would buy it again.

S. Williams","I really like it, and would buy it again","['nt', 'own', 'long', 'period', 'time', 'ca', 'nt', 'know', 'hold', 'time', 'however', 'seem', 'absolutely', 'first', 'rate', 'really', 'like', 'would', 'buy', 'williams']"
5.0,Perfect and exactly what I was looking for. Just started shaving regularly and needed something like this.,Perfect,"['perfect', 'exactly', 'look', 'start', 'shaving', 'regularly', 'need', 'something', 'like']"
5.0,"Great product, Perfect balance, very sturdy, nice plating, nice weight,  will hold almost ANY Brush and DE razor.","Awesome DE Razor stand, great price, great service.","['great', 'product', 'perfect', 'balance', 'sturdy', 'nice', 'plating', 'nice', 'weight', 'hold', 'almost', 'brush', 'de', 'razor']"
5.0,"As advertised - strong, sleek stand, all chroke, very modern.",Impeccable craftsmanship,"['advertise', 'strong', 'sleek', 'stand', 'chroke', 'modern']"
5.0,"Great brush/razor stand.  High quality, fits perfectly in my medicine cabinet.  Highly recommended.",Great product!,"['great', 'brushrazor', 'stand', 'high', 'quality', 'fit', 'perfectly', 'medicine', 'cabinet', 'highly', 'mended']"
5.0,Looks classy and holds the razor and brush nicely. My boyfriend loves it.,Five Stars,"['look', 'classy', 'hold', 'razor', 'brush', 'nicely', 'boyfriend', 'love']"
5.0,Perfect stand.,Five Stars,"['perfect', 'stand']"
3.0,"Nicely made but my shaving brush will not fit.  I have a Parker badger hair brush and it doesnt fit in this stand.  The brush is too wide to go between the hanger ""tines"".  This would be a nice stand if it did fit though.","Nice, but only fits smaller brushes","['nicely', 'make', 'shaving', 'brush', 'fit', 'parker', 'badger', 'hair', 'brush', 'do', 'fit', 'stand', 'brush', 'wide', 'go', 'hanger', 'tine', 'would', 'nice', 'stand', 'fit', 'though']"
5.0,"Beautifully crafted little piece. It feels like it's worth much more than the price. Sadly, it doesn't quite fit my ""Art of Shaving"" brush, so double check before you buy it, but if it fits your brush its basically perfect. I can't imagine what more you'd want out of a shaving stand (it's simple, don't gussy it up!) and this one is so well made and so cheap that it's almost a perfect product.",Beautifully crafted little piece,"['beautifully', 'craft', 'little', 'piece', 'feel', 'like', 'worth', 'much', 'price', 'sadly', 'nt', 'quite', 'fit', 'art', 'shaving', 'brush', 'double', 'check', 'buy', 'fit', 'brush', 'basically', 'perfect', 'ca', 'nt', 'imagine', 'want', 'shaving', 'stand', 'simple', 'nt', 'gussy', 'one', 'well', 'make', 'cheap', 'almost', 'perfect', 'product']"
4.0,"Looks good, well built, does the job well.",Four Stars,"['look', 'good', 'well', 'build', 'job', 'well']"
5.0,Great product and great seller!,Five Stars,"['great', 'product', 'great', 'seller']"
5.0,Good quality!,Good quality,"['good', 'quality']"
4.0,Very sturdy and attractive looking,Nice Stand,"['sturdy', 'attractive', 'look']"
5.0,Stand does exactly what a need it to do. It's simple and elegant design looks great and very manly with your razor and brush. I would definitely but this again. It's solid construction and a great price.,It's simple and elegant design looks great and very manly with your razor and brush,"['stand', 'exactly', 'need', 'simple', 'elegant', 'design', 'look', 'great', 'manly', 'razor', 'brush', 'would', 'definitely', 'solid', 'construction', 'great', 'price']"
4.0,works good and looks good,nice to keep in order,"['work', 'good', 'look', 'good']"
5.0,"Good quality stand, holds my Viking razor and brush perfectly.",Nice stand!,"['good', 'quality', 'stand', 'hold', 'vike', 'razor', 'brush', 'perfectly']"
2.0,"A little wobbly, but good material",but good,"['little', 'wobbly', 'good', 'material']"
3.0,Nice stand but disappointed that the brush would not fit.,Three Stars,"['nice', 'stand', 'disappointed', 'brush', 'would', 'fit']"
4.0,I bought this product for my husband and he loves it! I gave it four stars because his current razor has an angled neck so it does not easily stay put on the stand.,Great gift,"['buy', 'product', 'husband', 'love', 'give', 'four', 'star', 'current', 'razor', 'angle', 'neck', 'easily', 'stay', 'put', 'stand']"
5.0,"It was Exactly what I wanted. Holds the bit larger brush and it doesn't touch the counter, his razor fit perfectly. It's steady and balanced.",Excellent product!,"['exactly', 'want', 'hold', 'bit', 'large', 'brush', 'nt', 'touch', 'counter', 'razor', 'fit', 'perfectly', 'steady', 'balance']"
4.0,Nice product,Four Stars,"['nice', 'product']"
5.0,I love this stand and so well made. the highest quality I have seen in many years. THUMBS UP,Five Stars,"['love', 'stand', 'well', 'make', 'high', 'quality', 'see', 'many', 'year', 'thumb']"
5.0,Very nice stand that looks good on the counter top.,Great purchase,"['nice', 'stand', 'look', 'good', 'counter', 'top']"
1.0,The vertical pole was not solidly attached to the base and would not screw in.  Unusable.  A piece of crap made in China.,A piece of crap made in China,"['vertical', 'pole', 'solidly', 'attach', 'base', 'would', 'screw', 'unusable', 'piece', 'crap', 'make', 'china']"
5.0,Stand is high quality and holds my Parker shave brush and razor perfectly,Perfect,"['stand', 'high', 'quality', 'hold', 'parker', 'shave', 'brush', 'razor', 'perfectly']"
5.0,"This is very well made. A lot better than what I expected. The chrome paling looks very thick. It has a weighted base so it does not tip over at all when razor and brush are on it. razor and brush fit well. Looks very classy on the sink top. Nice retro look.

2/24/17 Update. I am still very satisfied at the quality. It also matches the knurled handle of my Edwin Jagger DE89 knurled handle.",Very well made. . Better than what I expected.,"['well', 'make', 'lot', 'well', 'expect', 'chrome', 'pale', 'look', 'thick', 'weighted', 'base', 'tip', 'razor', 'brush', 'razor', 'brush', 'fit', 'well', 'look', 'classy', 'sink', 'top', 'nice', 'retro', 'look', 'update', 'still', 'satisfied', 'quality', 'also', 'match', 'knurle', 'handle', 'edwin', 'jagger', 'de', 'knurle', 'handle']"
5.0,"This is such a great, classy, high-quality product. I really enjoy having this to protect my razor and my brush. This is not a cheap product it's very well-made.","This is such a great, classy","['great', 'classy', 'highquality', 'product', 'really', 'enjoy', 'protect', 'razor', 'brush', 'cheap', 'product', 'wellmade']"
4.0,"The stand is nice and feels sturdy and well built. It looks very nice, it holds my Feather AS-D2 razor nicely
Although the product description does state that it ""should fit "" most brushes  .. "" be sure to verify the size of brush..""

I tried 2 of my brushes both are on the medium to smaller size.. It will fit the brushes if you hang from the where the Knot meets the base., However I prefer a Stand that allows me to hang the brush on the base/handle mid point.

The stand  is very well made, just not ""perfecto""  for my needs.

all of this aside  The sellers are very responsive  customer service is not lacking.",opening for Shave Brush too small for my needs,"['stand', 'nice', 'feel', 'sturdy', 'well', 'build', 'look', 'nice', 'hold', 'feather', 'asd', 'razor', 'nicely', 'although', 'product', 'description', 'state', 'fit', 'brush', 'sure', 'verify', 'size', 'brush', 'try', 'brush', 'medium', 'small', 'size', 'fit', 'brush', 'hang', 'knot', 'meet', 'base', 'however', 'prefer', 'stand', 'allow', 'hang', 'brush', 'basehandle', 'mid', 'point', 'stand', 'well', 'make', 'perfecto', 'need', 'aside', 'seller', 'responsive', 'customer', 'service', 'lack']"
5.0,Amazing chrome stand for cheap. I love the product it is classy yet affordable!!,Five Stars,"['amazing', 'chrome', 'stand', 'cheap', 'love', 'product', 'classy', 'yet', 'affordable']"
5.0,Exactly what I was looking for. Stable and effective.,Five Stars,"['exactly', 'look', 'stable', 'effective']"
5.0,Beautiful stand. Very well made with great attention to detail. Comes already assembled and nicely packaged.,Five Stars,"['beautiful', 'stand', 'well', 'make', 'great', 'attention', 'detail', 'come', 'already', 'assemble', 'nicely', 'package']"
5.0,Great looking holder ... fits my Viking razor and brush perfect. Great company that looks out for the customer,Looks great,"['great', 'look', 'holder', 'fit', 'vike', 'razor', 'brush', 'perfect', 'great', 'company', 'look', 'customer']"
3.0,It's a little tippy. The brush holder does not fit all brushes,Ok I guess,"['little', 'tippy', 'brush', 'holder', 'fit', 'brush']"
5.0,Exceeded expectations. Holds razor & brush perfectly. Well made and a fraction of the price of similar models found in stores.,Perfect!,"['exceed', 'expectation', 'hold', 'razor', 'brush', 'perfectly', 'well', 'make', 'fraction', 'price', 'similar', 'model', 'find', 'store']"
4.0,"An excellent, well-made product.  I am happy with my purchase.",Four Stars,"['excellent', 'wellmade', 'product', 'happy', 'purchase']"
3.0,The stand is well made and works as advertised. I found the head to be a little too small for my safety razor and brush. The larger prong fits my razor better and the brush -- well just doesn't fit at all. Bumping the stand often results in everything falling off. I've switched to a different design that works better for me. It's not that this doesn't work at all -- it's better than nothing and is a good value for the price. You won't be disappointed if price is a concern and your brush happens to fit. Modern multi-blade razors would likely fit nicely in the smaller prongs.,Average....,"['stand', 'well', 'make', 'work', 'advertise', 'find', 'head', 'little', 'small', 'safety', 'razor', 'brush', 'large', 'prong', 'fit', 'razor', 'well', 'brush', 'well', 'nt', 'fit', 'bump', 'stand', 'often', 'result', 'everything', 'fall', 'switch', 'different', 'design', 'work', 'well', 'nt', 'work', 'well', 'nothing', 'good', 'value', 'price', 'wo', 'nt', 'disappointed', 'price', 'concern', 'brush', 'happen', 'fit', 'modern', 'multiblade', 'razor', 'would', 'likely', 'fit', 'nicely', 'small', 'prong']"
5.0,Works perfectly.  Very nice.,Very nice.,"['work', 'perfectly', 'nice']"
5.0,Works great.,Five Stars,"['work', 'great']"
3.0,razor is falling off.,Three Stars,"['razor', 'fall']"
5.0,Very nice chrome stand! It holds the razor and brush with no problems when carried to and from the bathroom. The anti skid bottom works well and overall I am very satisfied with the stand. Definitely recommended.,Very nice chrome stand,"['nice', 'chrome', 'stand', 'hold', 'razor', 'brush', 'problem', 'carry', 'bathroom', 'anti', 'skid', 'bottom', 'work', 'well', 'overall', 'satisfied', 'stand', 'definitely', 'mended']"
5.0,Very well packaged and is a great stand.  Fits my razor and brush with no problems.  Feels very sturdy with a heavy base so it will not topple over.,Very well packaged and is a great stand. Fits my razor and brush with no ...,"['well', 'package', 'great', 'stand', 'fit', 'razor', 'brush', 'problem', 'feel', 'sturdy', 'heavy', 'base', 'topple']"
5.0,Great durable stand,Five Stars,"['great', 'durable', 'stand']"
5.0,Great stuff .. perfect match for the perfecto brush and my Merkur Razor,Great stuff,"['great', 'stuff', 'perfect', 'match', 'perfecto', 'brush', 'merkur', 'razor']"
5.0,This is a great stand--very easy to keep clean and it looks very nice on the counter...,Five Stars,"['great', 'stand', 'easy', 'keep', 'clean', 'look', 'nice', 'counter']"
5.0,"I love this stand,  very modern and sleek. It work very well.",Great Stand,"['love', 'stand', 'modern', 'sleek', 'work', 'well']"
4.0,"I originally had this as a two star review. While the item itself is very sturdy and made out of excellent quality material, it did not fit my shave brush and the razor wouldn't stay on the handle either. I bought it because when I bought my brush, this stand was in the ""Customers also bought..."" box before you check out.  After hearing that, the company immediately responded to correct things. While the stand didn't work out for me, it is a very high quality item. Especially at this price, for solid metal. Before purchasing, make sure your brush and razor are going to fit. If they do, I highly recommend this stand. A shout out to the company for actually caring about their brand. It's so rare to encounter customer service done so well.",High quality stand and customer service,"['originally', 'two', 'star', 'review', 'item', 'sturdy', 'make', 'excellent', 'quality', 'material', 'fit', 'shave', 'brush', 'razor', 'would', 'nt', 'stay', 'handle', 'either', 'buy', 'buy', 'brush', 'stand', 'customer', 'also', 'buy', 'box', 'check', 'hear', 'company', 'immediately', 'respond', 'correct', 'thing', 'stand', 'nt', 'work', 'high', 'quality', 'item', 'especially', 'price', 'solid', 'metal', 'purchase', 'make', 'sure', 'brush', 'razor', 'go', 'fit', 'highly', 'mend', 'stand', 'shout', 'company', 'actually', 'care', 'brand', 'rare', 'encounter', 'customer', 'service', 'do', 'well']"
5.0,"Works great, looks great.",Looks Great.,"['work', 'great', 'look', 'great']"
5.0,Really like it,Five Stars,"['really', 'like']"
5.0,"Beautiful, solidly-made stand.  I liked it so well I bought a second one for my wife (and ""her"" bathroom).  Extremely pleased with this product.

NOTE: in case the vertical rod seems loose or twists around, you can easily pry the dense-foam insert from the bottom, tighten the screw, and voila - Perfecto!  I had to do this for the second one purchased - since then it's retained it's tightness.",Beautiful and great accessory for your safety razor,"['beautiful', 'solidlymade', 'stand', 'like', 'well', 'buy', 'second', 'one', 'wife', 'bathroom', 'extremely', 'pleased', 'product', 'note', 'case', 'vertical', 'rod', 'seem', 'loose', 'twist', 'around', 'easily', 'pry', 'densefoam', 'insert', 'bottom', 'tighten', 'screw', 'voila', 'perfecto', 'second', 'one', 'purchase', 'since', 'retain', 'tightness']"
5.0,We've had this for over a year now and it still looks brand new. There's no rust or anything and we aren't particularly careful with it. It holds his brush and razor nicely.,It holds his brush and razor nicely.,"['year', 'still', 'look', 'brand', 'new', 'rust', 'anything', 'nt', 'particularly', 'careful', 'hold', 'brush', 'razor', 'nicely']"
5.0,Looks nice and has a solid feel.  This seems like it will last a long time.,Great product,"['look', 'nice', 'solid', 'feel', 'seem', 'like', 'last', 'long', 'time']"
5.0,It appears to be a well-constructed stand. It is all metal sparing the pad on the bottom. It holds my Merkur classic razor and Vulfix original brush perfectly. I am unsure how it will handle in the long run. Time will tell if this stand succumbs to corrosion. I will update this review if need be.,It appears to be a well-constructed stand. It is ...,"['appear', 'wellconstructe', 'stand', 'metal', 'spare', 'pad', 'bottom', 'hold', 'merkur', 'classic', 'razor', 'vulfix', 'original', 'brush', 'perfectly', 'unsure', 'handle', 'long', 'run', 'time', 'tell', 'stand', 'succumbs', 'corrosion', 'update', 'review', 'need']"
5.0,Great stand.  Arrived quickly and as advertised.  Very functional.  definitely would recommend.,Great stand. Arrived quickly and as advertised,"['great', 'stand', 'arrive', 'quickly', 'advertise', 'functional', 'definitely', 'would', 'mend']"
5.0,Great service ..great product,Clinique,"['great', 'service', 'great', 'product']"
5.0,"This is a great stand, received it on time, item was mint condition, bottom needs to be assembled with a regular screw driver(you can take it apart for cleaning). It fit my Merkur safety razer and escali brush perfectly. I leave it on my bathroom stand, and it is perfectly balanced. Very simple and classy design to it, barely takes up any space. I'll probably buy another one, but it'll probably be a while since it feels sturdy and durable to last. Would make a gift to people who enjoy wet shaving with safety razer and making their own lather .","Looks great, works great, and affordable","['great', 'stand', 'receive', 'time', 'item', 'mint', 'condition', 'bottom', 'need', 'assemble', 'regular', 'screw', 'driver', 'take', 'apart', 'clean', 'fit', 'merkur', 'safety', 'razer', 'escali', 'brush', 'perfectly', 'leave', 'bathroom', 'stand', 'perfectly', 'balance', 'simple', 'classy', 'design', 'barely', 'take', 'space', 'probably', 'buy', 'another', 'one', 'probably', 'since', 'feel', 'sturdy', 'durable', 'last', 'would', 'make', 'gift', 'people', 'enjoy', 'wet', 'shaving', 'safety', 'razer', 'make', 'lather']"
2.0,brush & razor keep falling off. Needs to be wider slots.,Two Stars,"['brush', 'razor', 'keep', 'fall', 'need', 'wide', 'slot']"
5.0,Great.,Five Stars,['great']
2.0,"The stand is made well.  However, my razor will not stay in the stand because it twists causing it to fall out.  If the ends of the ""fingers"" were turned up more it might work better.","If the ends of the ""fingers"" were turned up more it might work better.","['stand', 'make', 'well', 'however', 'razor', 'stay', 'stand', 'twist', 'cause', 'fall', 'ends', 'finger', 'turn', 'may', 'work', 'well']"
5.0,Bought this for my husband so he could hang his shave brush and razor properly. He has had no concerns and the design just happens to match the handle on his razor.,Bought this for my husband so he could hang his ...,"['buy', 'husband', 'could', 'hang', 'shave', 'brush', 'razor', 'properly', 'concern', 'design', 'happen', 'match', 'handle', 'razor']"
5.0,Beautiful. Sturdy. Love it!,Great purchase!,"['beautiful', 'sturdy', 'love']"
5.0,the quality on this is surprisingly good. just as good as snap-on wrenches. it doesn't rust and it doesn't stain.,i love it.,"['quality', 'surprisingly', 'good', 'good', 'snapon', 'wrench', 'nt', 'rust', 'nt', 'stain']"
5.0,"The stand is great, it's solid, looks great next to my sink and complements my Merkur HD 34C razor beautifully.

I should also mention the great customer service I got by buying it through Pop! Shop. When it first arrived, I found the connection between the stand and the base was loose. This is trivially fixable -- there's a little screw underneath the base, you just pop the rubber bottom off the base and tighten it), but I somehow managed to miss both that fact and the little note inside the box that explains it and sent it back for a refund with a grumpy comment. Pop! Shop noticed my confusion, and not only managed to explain my mistake to me without ever using the words ""you idiot"" (which is more than I would have been able to do, in their shoes), they sent me another one at no charge. So, thanks to their customer service, I was rescued from my own dumb self. Thanks, Pop! Shop!",Great product and great customer service,"['stand', 'great', 'solid', 'look', 'great', 'next', 'sink', 'complement', 'merkur', 'hd', 'c', 'razor', 'beautifully', 'also', 'mention', 'great', 'customer', 'service', 'get', 'buy', 'pop', 'shop', 'first', 'arrive', 'find', 'connection', 'stand', 'base', 'loose', 'trivially', 'fixable', 'little', 'screw', 'underneath', 'base', 'pop', 'rubber', 'bottom', 'base', 'tighten', 'somehow', 'manage', 'miss', 'fact', 'little', 'note', 'inside', 'box', 'explain', 'send', 'back', 'refund', 'grumpy', 'comment', 'pop', 'shop', 'notice', 'confusion', 'manage', 'explain', 'mistake', 'without', 'ever', 'use', 'word', 'idiot', 'would', 'able', 'shoe', 'send', 'another', 'one', 'charge', 'thanks', 'customer', 'service', 'rescue', 'dumb', 'self', 'thanks', 'pop', 'shop']"
5.0,Very clean and durable.,Great Product,"['clean', 'durable']"
5.0,This was a great Purchase! Great price for the great quality.,Five Stars,"['great', 'purchase', 'great', 'price', 'great', 'quality']"
5.0,"Awesome stand at a great price. Just being a stand to hold my razor and brush, I really wasn't thinking that much about it. But I was pleasantly surprised by the overall quality. Nice heavy solid base is what stands (sorry no pun) out the most. Even when it's holding everything, I can bump into it and it won't fall over.",Nice solid build,"['awesome', 'stand', 'great', 'price', 'stand', 'hold', 'razor', 'brush', 'really', 'nt', 'think', 'much', 'pleasantly', 'surprised', 'overall', 'quality', 'nice', 'heavy', 'solid', 'base', 'stand', 'sorry', 'pun', 'even', 'hold', 'everything', 'bump', 'wo', 'nt', 'fall']"
5.0,Love the elegant chrome look this stand has & yet is affordable. It holds both brush & razor perfectly (both purchased here). The ability to take it apart for cleaning is a bonus! These stands have a luxury- type appearance & yet they're within a reasonable price range.,Love these stands.,"['love', 'elegant', 'chrome', 'look', 'stand', 'yet', 'affordable', 'hold', 'brush', 'razor', 'perfectly', 'purchase', 'ability', 'take', 'apart', 'clean', 'bonus', 'stand', 'luxury', 'type', 'appearance', 'yet', 'within', 'reasonable', 'price', 'range']"
